t	mmss	user	text
861	14:21	@User_ce1a9051	TOTO？
869	14:29	@User_acb9786a	テイクアウト？
869	14:29	@User_c67ecc82	難しい
870	14:30	@User_719f9991	時と場合による
873	14:33	@User_2eba0ed4	TiktokOmoroi
874	14:34	@User_75f1c92d	タイムオーバー
878	14:38	@User_719f9991	トーキョー
880	14:40	@User_a627b3c9	テイクオフ
884	14:44	@User_590a2335	タクティカル・オキュペーション
888	14:48	@User_d1fde927	某トイレメーカーでしょ？
890	14:50	@User_1e342ee5	サードアウト
890	14:50	@User_08fc0461	とっておき
891	14:51	@User_9fbc9312	TO　ぎゃるなら　today out
893	14:53	@User_bc2e7db7	トゥース！
896	14:56	@User_0485c2e0	とってもたいへん
897	14:57	@User_ec48c74f	トテモオモシロイ
898	14:58	@User_c67ecc82	タイムアウト？
902	15:02	@User_e4870cff	豆腐おかゆ
902	15:02	@User_590a2335	食べ終わったおにぎり
903	15:03	@User_2658fed8	トマトおかわり
905	15:05	@User_cd48a1db	鳥取大阪
910	15:10	@User_42872ed3	ていくあうと
911	15:11	@User_5a77a7b4	とっても驚いた！
914	15:14	@User_bf6f46cc	TOILET
915	15:15	@User_369737d7	9+10=?
917	15:17	@User_dd4b266a	脳みそテイルズ草
921	15:21	@User_99afb65d	とってもおいしい
921	15:21	@User_e976a829	タイム　オーマイガー
924	15:24	@User_a76fb140	さりげなくテイルズを馬鹿にしていくスタイル！
924	15:24	@User_fc3f146b	タイムアウト？
926	15:26	@User_476d8781	草
931	15:31	@User_1e342ee5	鳥谷・大山のクリーンナップ
938	15:38	@User_acb9786a	しずくは排泄しないしな…
939	15:39	@User_9fbc9312	today out 今日はアウト（ダメ）ってことで(´・ω・｀)
939	15:39	@User_590a2335	得するお話
940	15:40	@User_476d8781	テイルズ面白いじゃん！
944	15:44	@User_cd48a1db	尊い
946	15:46	@User_bc2e7db7	ToT
948	15:48	@User_fc3f146b	トップオタク？
950	15:50	@User_45aa867f	とってもおいしい
953	15:53	@User_dd4b266a	ともだち！
954	15:54	@User_719f9991	TOHOシネマズ
954	15:54	@User_d5b05bb2	トー横オフ？
954	15:54	@User_0485c2e0	マブダチなろうぜ
955	15:55	@User_e976a829	友達？
960	16:00	@User_476d8781	とりまお疲れ？
963	16:03	@User_acb9786a	トップおともだち？
964	16:04	@User_82e93b33	尊いオトモダチ
965	16:05	@User_e201a60f	トイレとしずくは親和性高そう
972	16:12	@User_bf6f46cc	早くも落第してもうたｗ
973	16:13	@User_5ab3b755	タクティクスオウガ
974	16:14	@User_ce1a9051	とても美味しい
993	16:33	@User_e4870cff	なんてもん食ってんだ
1003	16:43	@User_acb9786a	ヘルシーギャルだ
1004	16:44	@User_42872ed3	トイレおわり
1006	16:46	@User_476d8781	ギャルは意外とヘルシー食なのか…
1006	16:46	@User_5bfd7e5f	パンパカパンパカポー
1007	16:47	@User_d5b05bb2	正解はなんなんやろ
1007	16:47	@User_0f4daf14	T（徳川）O（織田）　小牧長久手？
1008	16:48	@User_9fbc9312	友達がおらん
1008	16:48	@User_75f1c92d	Ｔ（トモダチ）Ｏ（おらん）
1008	16:48	@User_1e342ee5	次のおなら
1017	16:57	@User_5bfd7e5f	マジ卍もう出た？
1019	16:59	@User_2c7a57aa	ストイックギャルなしずくさんも好き
1020	17:00	@User_bf6f46cc	尊いお芋
1021	17:01	@User_bc2e7db7	ToLOVEるの略だな
1026	17:06	@User_e976a829	トカゲ　オランウータン
1039	17:19	@User_99afb65d	とても大きい
1049	17:29	@User_0485c2e0	とぅりゅとゅー
1050	17:30	@User_9fbc9312	とっても　オーガニック！
1051	17:31	@User_a76fb140	タッチはアウト
1060	17:40	@User_82e93b33	Thunder　Overdrive
1067	17:47	@User_acb9786a	なるほどなあ
1068	17:48	@User_c67ecc82	トップオタ！？
1071	17:51	@User_d5b05bb2	たぶんそう、部分的にそう
1072	17:52	@User_75f1c92d	はえ～
1072	17:52	@User_8f34b8b6	やあ
1075	17:55	@User_2995cedb	なるほど
1078	17:58	@User_2eba0ed4	なるほど
1079	17:59	@User_476d8781	ギャルがオタクとか言うの？
1080	18:00	@User_5a77a7b4	そうなのか～
1080	18:00	@User_ec48c74f	へぇ
1081	18:01	@User_0485c2e0	トップオタ、まじかあ
1082	18:02	@User_1e342ee5	おれはUCがいいな
1083	18:03	@User_719f9991	オタクに優しいギャル用語
1084	18:04	@User_82e93b33	ほぇ〜
1085	18:05	@User_dd4b266a	トップ推しじゃないんか
1085	18:05	@User_e976a829	トップオタクって意味なんぞ
1088	18:08	@User_9fbc9312	しずくは　セカンドオタクだよ(´・ω・｀)
1089	18:09	@User_99afb65d	ぜんぜんわからん
1092	18:12	@User_fc3f146b	ギャルもアイドルとか推してるの？
1093	18:13	@User_c67ecc82	ジバニャン！
1093	18:13	@User_590a2335	ジバニャン
1093	18:13	@User_dd4b266a	ジジババ
1095	18:15	@User_ce1a9051	磁場？
1098	18:18	@User_2658fed8	猫の幽霊
1098	18:18	@User_9fbc9312	磁場にゃん
1098	18:18	@User_acb9786a	爺婆
1099	18:19	@User_a2560b75	磁場
